Word;Frequency;Rank;Logarithm of Frequency;Logarithm of rank
ощериться;2;2463;0.30102999566398114;3.391464411839103
захохотать;2;2464;0.30102999566398114;3.3916407034923877
пронзить;2;2465;0.30102999566398114;3.3918169236132485
собачий;2;2466;0.30102999566398114;3.3919930722597127
крестьянка;2;2467;0.30102999566398114;3.3921691494897357
спаситель;2;2468;0.30102999566398114;3.392345155361204
многодневный;2;2469;0.30102999566398114;3.392521089931932
вкусить;2;2470;0.30102999566398114;3.3926969532596654
рай;2;2471;0.30102999566398114;3.392872745402079
отворить;2;2472;0.30102999566398114;3.393048466416778
текел;2;2473;0.30102999566398114;3.3932241163612966
вновь;2;2474;0.30102999566398114;3.3933996952931014
сиять;2;2475;0.30102999566398114;3.393575203269587
вымолвить;2;2476;0.30102999566398114;3.39375064034808
переулок;2;2477;0.30102999566398114;3.3939260065858363
обступить;2;2478;0.30102999566398114;3.394101302040044
классический;2;2479;0.30102999566398114;3.394276526767821
апостол;2;2480;0.30102999566398114;3.394451680826216
христос;2;2481;0.30102999566398114;3.3946267642722088
петух;2;2482;0.30102999566398114;3.394801777162711
памятник;2;2483;0.30102999566398114;3.3949767195545637
райсобес;2;2484;0.30102999566398114;3.3951515915045425
босой;2;2485;0.30102999566398114;3.3953263930693507
топот;2;2486;0.30102999566398114;3.3955011243056257
убежать;2;2487;0.30102999566398114;3.3956757852699355
брюхо;2;2488;0.30102999566398114;3.395850376018781
полуоткрытый;2;2489;0.30102999566398114;3.396024896608593
дымиться;2;2490;0.30102999566398114;3.396199347095736
окурок;2;2491;0.30102999566398114;3.3963737275365062
удивление;2;2492;0.30102999566398114;3.396548037987132
экземпляр;1;2493;0.0;3.396722278503773
нарекание;1;2494;0.0;3.3968964491425235
напрасно;1;2495;0.0;3.3970705499594085
вступление;1;2496;0.0;3.397244581010386
предупреждать;1;2497;0.0;3.3974185423513474
мат;1;2498;0.0;3.3975924340381165
цензурный;1;2499;0.0;3.3977662561264497
исключение;1;2500;0.0;3.397940008672037
добросовестный;1;2501;0.0;3.398113691730502
добиться;1;2502;0.0;3.3982873053574005
хвататься;1;2503;0.0;3.398460849608223
предыдущий;1;2504;0.0;3.3986343245383916
выкинуть;1;2505;0.0;3.398807730203264
матершина;1;2506;0.0;3.398981066658131
ер;1;2507;0.0;3.399154333958216
первенец;1;2508;0.0;3.399327532158679
трагический;1;2509;0.0;3.39950066131461
север;1;2510;0.0;3.3996737214810375
насквозь;1;2511;0.0;3.399846712712922
крутиться;1;2512;0.0;3.400019635065158
савёловский;1;2513;0.0;3.4001924885925754
декохт;1;2514;0.0;3.4003652733499385
придумать;1;2515;0.0;3.400537989391946
ослаблять;1;2516;0.0;3.4007106367732307
окрепнуть;1;2517;0.0;3.4008832155483626
пересечь;1;2518;0.0;3.4010557257718435
неизменно;1;2519;0.0;3.401228167498113
чьемтый;1;2520;0.0;3.4014005407815437
неведомый;1;2521;0.0;3.4015728456764456
сороковой;1;2522;0.0;3.4017450822370625
1;1;2523;0.0;3.4019172505175743
зло;1;2524;0.0;3.4020893505720964
борис;1;2525;0.0;3.4022613824546797
царевич;1;2526;0.0;3.4024333462193117
димитрий;1;2527;0.0;3.402605241919914
происходить;1;2528;0.0;3.402777069610347
загордиться;1;2529;0.0;3.4029488293444046
ступень;1;2530;0.0;3.4031205211758175
чужое;1;2531;0.0;3.403292145158254
пидор;1;2532;0.0;3.4034637013453173
куртка;1;2533;0.0;3.4036351897905477
скрести;1;2534;0.0;3.4038066105474223
тротуар;1;2535;0.0;3.4039779636693543
покачиваться;1;2536;0.0;3.4041492492096945
иллюзорность;1;2537;0.0;3.4043204672217304
непоправимость;1;2538;0.0;3.4044916177586857
истощение;1;2539;0.0;3.404662700873722
неподалёку;1;2540;0.0;3.404833716619938
поровну;1;2541;0.0;3.405004665050369
столбняк;1;2542;0.0;3.4051755462179893
задевать;1;2543;0.0;3.4053463601757086
седина;1;2544;0.0;3.405517106976376
вплести;1;2545;0.0;3.405687786672777
бездомный;1;2546;0.0;3.4058583993176366
шатен;1;2547;0.0;3.4060289449636145
проулок;1;2548;0.0;3.4061994236633124
отмахнуться;1;2549;0.0;3.4063698354692673
искупитель;1;2550;0.0;3.4065401804339546
суетиться;1;2551;0.0;3.4067104586097896
постылый;1;2552;0.0;3.4068806700491243
прислониться;1;2553;0.0;3.4070508148042498
ласково;1;2554;0.0;3.407220892927396
тихотихо;1;2555;0.0;3.407390904470731
нараспев;1;2556;0.0;3.4075608494863623
ходитьто;1;2557;0.0;3.407730728026335
каков;1;2558;0.0;3.4079005401426348
промолчать;1;2559;0.0;3.408070285887185
2;1;2560;0.0;3.408239965311849
дадада;1;2561;0.0;3.4084095784684294
повлечься;1;2562;0.0;3.408579125408667
унять;1;2563;0.0;3.4087486061842434
мистический;1;2564;0.0;3.4089180208467793
сверхдуховный;1;2565;0.0;3.409087369447835
застылый;1;2566;0.0;3.4092566520389096
свалиться;1;2567;0.0;3.409425868671443
непроницаемый;1;2568;0.0;3.4095950193968156
завеса;1;2569;0.0;3.409764104266346
вышибать;1;2570;0.0;3.409933123331294
оглядеть;1;2571;0.0;3.4101020766428602
лютик;1;2572;0.0;3.410270964252184
сжаться;1;2573;0.0;3.4104397862103464
экспресс;1;2574;0.0;3.410608542568368
съесть;1;2575;0.0;3.4107772333772095
цырюльник;1;2576;0.0;3.410945858687774
заказ;1;2577;0.0;3.4111144185509046
переводиться;1;2578;0.0;3.411282913017384
музыкато;1;2579;0.0;3.411451342137937
пёсий;1;2580;0.0;3.41161970596323
модуляция;1;2581;0.0;3.411788004543869
мерзея;1;2582;0.0;3.411956237930401
певец;1;2583;0.0;3.4121244061733167
легко;1;2584;0.0;3.4122925093230463
слух;1;2585;0.0;3.412460547429961
различать;1;2586;0.0;3.412628520544375
чаша;1;2587;0.0;3.4127964287165433
прэ;1;2588;0.0;3.412964271996662
ээдковы;1;2589;0.0;3.413132050434872
наглядеться;1;2590;0.0;3.4132997640812515
звеооозд;1;2591;0.0;3.4134674129858245
ночной;1;2592;0.0;3.4136349971985553
околдоооовать;1;2593;0.0;3.4138025167693513
отвергать;1;2594;0.0;3.413969971748061
заказывать;1;2595;0.0;3.4141373621844764
подступить;1;2596;0.0;3.414304688128331
оччччень;1;2597;0.0;3.4144719496293026
3;1;2598;0.0;3.414639146737009
долететь;1;2599;0.0;3.4148062795010126
гнетущий;1;2600;0.0;3.4149733479708178
отцепить;1;2601;0.0;3.4151403521958725
надумать;1;2602;0.0;3.415307292225567
ждиждать;1;2603;0.0;3.4154741681092355
белые;1;2604;0.0;3.415640979896154
чулок;1;2605;0.0;3.415807727635543
разгрузить;1;2606;0.0;3.4159744113765655
грубыть;1;2607;0.0;3.416141031168329
подчеркнуть;1;2608;0.0;3.4163075870598822
навыпуск;1;2609;0.0;3.4164740791002206
малодушный;1;2610;0.0;3.4166405073382804
боязливый;1;2611;0.0;3.416806871822944
серьёзность;1;2612;0.0;3.416973172603036
энтузиаст;1;2613;0.0;3.4171394097273255
одержимость;1;2614;0.0;3.417305583244525
уголок;1;2615;0.0;3.4174716932032925
панацея;1;2616;0.0;3.4176377396522293
предикат;1;2617;0.0;3.4178037226398805
деятельный;1;2618;0.0;3.4179696422147363
натура;1;2619;0.0;3.4181354984252317
мужчина;1;2620;0.0;3.4183012913197452
отразиться;1;2621;0.0;3.4184670209466
сникнуть;1;2622;0.0;3.4186326873540653
палач;1;2623;0.0;3.418798290590353
взорвать;1;2624;0.0;3.418963830703622
подхватить;1;2625;0.0;3.4191293077419753
позор;1;2626;0.0;3.41929472175346
провести;1;2627;0.0;3.41946007278607
пустопорожность;1;2628;0.0;3.4196253608877427
звериный;1;2629;0.0;3.4197905861063624
оскал;1;2630;0.0;3.4199557484897576
выразить;1;2631;0.0;3.420120848085703
восторженный;1;2632;0.0;3.4202858849419178
искромётный;1;2633;0.0;3.420450859106068
упоение;1;2634;0.0;3.4206157706257647
близкие;1;2635;0.0;3.420780619548565
поэзия;1;2636;0.0;3.420945405921972
сострадание;1;2637;0.0;3.421110129793434
4;1;2638;0.0;3.421274791210346
занятие;1;2639;0.0;3.4214393902200495
невыразимый;1;2640;0.0;3.421603926869831
завалящий;1;2641;0.0;3.421768401206924
нажать;1;2642;0.0;3.421932813278508
мутно;1;2643;0.0;3.42209716313171
такси;1;2644;0.0;3.4222614508136022
обтекать;1;2645;0.0;3.4224256763712044
назидание;1;2646;0.0;3.422589839851482
нарушать;1;2647;0.0;3.422753941301348
бас;1;2648;0.0;3.422917980767662
литься;1;2649;0.0;3.4230819582972307
ниоткуда;1;2650;0.0;3.4232458739368075
истечь;1;2651;0.0;3.4234097277330933
набрасываться;1;2652;0.0;3.4235735197327353
направление;1;2653;0.0;3.423737249982329
перечислить;1;2654;0.0;3.423900918528416
какоеть;1;2655;0.0;3.4240645254174877
всухую;1;2656;0.0;3.4242280706959796
понадобиться;1;2657;0.0;3.424391554410277
стошнитьто;1;2658;0.0;3.424554976606713
отсюда;1;2659;0.0;3.4247183373315666
рассеянный;1;2660;0.0;3.4248816366310666
иронизировать;1;2661;0.0;3.4250448745513884
сложно;1;2662;0.0;3.425208051138656
тонко;1;2663;0.0;3.4253711664389406
чёткость;1;2664;0.0;3.4255342204982635
мышление;1;2665;0.0;3.4256972133625907
приниматься;1;2666;0.0;3.42586014507784
стонать;1;2667;0.0;3.426023015689876
разговаривать;1;2668;0.0;3.4261858252445108
5;1;2669;0.0;3.4263485737875072
приставать;1;2670;0.0;3.426511261364575
чемодан;1;2671;0.0;3.4266738880213725
терпеть;1;2672;0.0;3.4268364538035074
доверять;1;2673;0.0;3.426998958756537
признак;1;2674;0.0;3.4271614029259654
бодриться;1;2675;0.0;3.4273237863572468
изнеможение;1;2676;0.0;3.427486109095785
деляга;1;2677;0.0;3.4276483711869323
посредственность;1;2678;0.0;3.4278105726759898
любо;1;2679;0.0;3.4279727136082085
восход;1;2680;0.0;3.4281347940287885
мерзавец;1;2681;0.0;3.4282968139828793
говоритьто;1;2682;0.0;3.4284587735155796
конченый;1;2683;0.0;3.4286206726719386
елисеевский;1;2684;0.0;3.428782511496954
затомиться;1;2685;0.0;3.428944290035574
поблёкнуть;1;2686;0.0;3.4291060083326963
обладать;1;2687;0.0;3.429267666433168
стигмат;1;2688;0.0;3.4294292643817874
тереза;1;2689;0.0;3.4295908022233013
медлить;1;2690;0.0;3.4297522800024076
заключение;1;2691;0.0;3.4299136977637543
выпустить;1;2692;0.0;3.430075055551939
погулять;1;2693;0.0;3.43023635341151
приоткрыть;1;2694;0.0;3.430397591386966
раздеть;1;2695;0.0;3.430558769522757
трапеза;1;2696;0.0;3.430719887863282
6;1;2697;0.0;3.430880946452891
морщиться;1;2698;0.0;3.431041945335885
сдерживать;1;2699;0.0;3.4312028845565163
чертыхаться;1;2700;0.0;3.431363764158987
метаться;1;2701;0.0;3.4315245841874504
обижать;1;2702;0.0;3.4316853446860116
мольба;1;2703;0.0;3.431846045698725
клубиться;1;2704;0.0;3.432006687269598
пищевод;1;2705;0.0;3.432167269442588
взметаться;1;2706;0.0;3.432327792261604
опадать;1;2707;0.0;3.432488255770506
первомайский;1;2708;0.0;3.4326486600131063
салют;1;2709;0.0;3.432809005033168
молиться;1;2710;0.0;3.4329692908744054
внять;1;2711;0.0;3.4331295175804852
бесповоротно;1;2712;0.0;3.4332896851950254
некрасиво;1;2713;0.0;3.4334497937615955
возвращать;1;2714;0.0;3.433609843323718
дар;1;2715;0.0;3.4337698339248655
коекак;1;2716;0.0;3.4339297656084637
пригладить;1;2717;0.0;3.4340896384178907
занятой;1;2718;0.0;3.4342494523964753
выпуклый;1;2719;0.0;3.4344092075874997
вселять;1;2720;0.0;3.4345689040341982
продаваться;1;2721;0.0;3.4347285417797573
покупаться;1;2722;0.0;3.4348881208673157
спрятать;1;2723;0.0;3.435047641339964
хищный;1;2724;0.0;3.435207103240747
перепугать;1;2725;0.0;3.435366506612661
безработица;1;2726;0.0;3.4355258514986544
пауперизм;1;2727;0.0;3.4356851379416296
исподлобья;1;2728;0.0;3.4358443659844413
неутихающий;1;2729;0.0;3.4360035356698964
чистоган;1;2730;0.0;3.436162647040756
тягостный;1;2731;0.0;3.4363217001397333
раздумье;1;2732;0.0;3.436480695009495
година;1;2733;0.0;3.4366396316926604
испытание;1;2734;0.0;3.436798510231803
роса;1;2735;0.0;3.436957330669449
возмужалый;1;2736;0.0;3.437116093048078
выделывать;1;2737;0.0;3.437274797410123
кувыркаться;1;2738;0.0;3.4374334437979708
трагик;1;2739;0.0;3.437592032253961
фёдор;1;2740;0.0;3.4377505628203875
шаляпин;1;2741;0.0;3.437909035539498
репетировать;1;2742;0.0;3.4380674504534934
драма;1;2743;0.0;3.438225807604529
отелло;1;2744;0.0;3.4383841070347136
венецианский;1;2745;0.0;3.43854234878611
одиночка;1;2746;0.0;3.438700532900736
роль;1;2747;0.0;3.4388586594205615
измена;1;2748;0.0;3.4390167283875126
возлюбить;1;2749;0.0;3.4391747398434678
сабить;1;2750;0.0;3.4393326938302624
выбегать;1;2751;0.0;3.439490590389683
заламывать;1;2752;0.0;3.4396484295634733
курва;1;2753;0.0;3.43980621139333
праздничный;1;2754;0.0;3.4399639359209044
закууска;1;2755;0.0;3.4401216031878032
трансцена;1;2756;0.0;3.440279213235588
дентальный;1;2757;0.0;3.4404367661057735
поразительно;1;2758;0.0;3.4405942618398306
горячо;1;2759;0.0;3.440751700479185
творение;1;2760;0.0;3.4409090820652173
превосходство;1;2761;0.0;3.441066406639263
похмеляться;1;2762;0.0;3.4412236742426123
вредить;1;2763;0.0;3.4413808849165113
исковеркать;1;2764;0.0;3.44153803870216
отрочество;1;2765;0.0;3.441695135640717
безгранично;1;2766;0.0;3.4418521757732914
губить;1;2767;0.0;3.4420091591409516
7;1;2768;0.0;3.4421660857847196
отстранять;1;2769;0.0;3.442322955745574
шептаться;1;2770;0.0;3.442479769064448
озабоченность;1;2771;0.0;3.4426365257822313
помнится;1;2772;0.0;3.442793225939769
обсаживать;1;2773;0.0;3.4429498695778613
стул;1;2774;0.0;3.4431064567372656
изголовье;1;2775;0.0;3.4432629874586946
какуюто;1;2776;0.0;3.4434194617828173
заключить;1;2777;0.0;3.443575879750257
послушайка;1;2778;0.0;3.4437322414015967
изумиться;1;2779;0.0;3.443888546777371
сошка;1;2780;0.0;3.4440447959180758
козявка;1;2781;0.0;3.4442009888641594
негативно;1;2782;0.0;3.4443571256560275
распахнуть;1;2783;0.0;3.444513206334043
неладно;1;2784;0.0;3.4446692309385245
улыбка;1;2785;0.0;3.4448251995097476
тон;1;2786;0.0;3.4449811120879446
всеуслышание;1;2787;0.0;3.445136968713304
животное;1;2788;0.0;3.4452927694259716
лилей;1;2789;0.0;3.4454485142660496
ясно;1;2790;0.0;3.4456042032735974
угрюмый;1;2791;0.0;3.4457598364886306
пронзать;1;2792;0.0;3.445915413951123
вещий;1;2793;0.0;3.446070935701005
самоограничение;1;2794;0.0;3.446226401778163
заповеданность;1;2795;0.0;3.446381812222442
клятва;1;2796;0.0;3.4465371670736435
воробьевый;1;2797;0.0;3.446692466371527
оскорбительно;1;2798;0.0;3.4468477101558084
щепетильный;1;2799;0.0;3.4470028984661623
заговариваться;1;2800;0.0;3.447158031342219
унижать;1;2801;0.0;3.4473131088235682
мучить;1;2802;0.0;3.4474681309497552
несчастный;1;2803;0.0;3.4476230977602857
толковаться;1;2804;0.0;3.4477780092946206
навыворот;1;2805;0.0;3.44793286559218
отказыть;1;2806;0.0;3.448087666692341
воспитанность;1;2807;0.0;3.448242412634439
подводить;1;2808;0.0;3.448397103457767
теряться;1;2809;0.0;3.448551739201578
ноуменальный;1;2810;0.0;3.4487063199050794
феноменальный;1;2811;0.0;3.4488608456074403
обалдевать;1;2812;0.0;3.4490153163477864
трезвонить;1;2813;0.0;3.4491697321652004
довлеть;1;2814;0.0;3.449324093098727
заключаться;1;2815;0.0;3.449478399187365
посвински;1;2816;0.0;3.449632650470074
антиномичный;1;2817;0.0;3.449786846985773
растянуть;1;2818;0.0;3.449940988773337
бригадирский;1;2819;0.0;3.450095075871602
внедрение;1;2820;0.0;3.4502491083193605
московский;1;2821;0.0;3.4504030861553656
чесать;1;2822;0.0;3.4505570094183287
скинуть;1;2823;0.0;3.450710878146919
бригадирство;1;2824;0.0;3.4508646923797657
укладывать;1;2825;0.0;3.451018452155457
9;1;2826;0.0;3.4511721575125396
мечта;1;2827;0.0;3.4513258084895195
темперамент;1;2828;0.0;3.451479405124861
претензия;1;2829;0.0;3.4516329474569907
вытаскивать;1;2830;0.0;3.45178643552429
выбрасывать;1;2831;0.0;3.4519398693651024
доиграть;1;2832;0.0;3.452093249017731
славик;1;2833;0.0;3.4522465745204367
отмока;1;2834;0.0;3.4523998459114416
упростить;1;2835;0.0;3.4525530632289247
мыслимый;1;2836;0.0;3.4527062265110287
интеллект;1;2837;0.0;3.452859335795852
тронуть;1;2838;0.0;3.453012391121455
превосходно;1;2839;0.0;3.453165392525857
посылать;1;2840;0.0;3.4533183400470375
жалование;1;2841;0.0;3.4534712337229356
обязываться;1;2842;0.0;3.4536240735914507
добъесться;1;2843;0.0;3.453776859690442
обучаться;1;2844;0.0;3.453929592057728
заочно;1;2845;0.0;3.4540822707310896
учебный;1;2846;0.0;3.4542348957482654
пятеро;1;2847;0.0;3.4543874671469545
равенство;1;2848;0.0;3.4545399849648186
братство;1;2849;0.0;3.4546924492394764
иждивенчество;1;2850;0.0;3.4548448600085098
сладость;1;2851;0.0;3.4549972173094594
неподотчётность;1;2852;0.0;3.4551495211798278
дальний;1;2853;0.0;3.455301771657076
кругозор;1;2854;0.0;3.455453968778628
блядок;1;2855;0.0;3.455606112581867
нинка;1;2856;0.0;3.4557582031041365
13ий;1;2857;0.0;3.4559102403827424
самодовольный;1;2858;0.0;3.4560622244549513
усмешка;1;2859;0.0;3.4562141553579884
деться;1;2860;0.0;3.4563660331290427
почитать;1;2861;0.0;3.456517857805262
блок;1;2862;0.0;3.4566696294237573
благоуханный;1;2863;0.0;3.4568213480215984
неозарённый;1;2864;0.0;3.456973013635818
риза;1;2865;0.0;3.457124626303408
лирический;1;2866;0.0;3.4572761860613253
уволить;1;2867;0.0;3.457427692946484
прогул;1;2868;0.0;3.457579146995762
своевременный;1;2869;0.0;3.457730548245998
польза;1;2870;0.0;3.457881896733992
сказаться;1;2871;0.0;3.4580331924965058
удручающий;1;2872;0.0;3.4581844355702622
восторжествовать;1;2873;0.0;3.458335625991947
беззаботность;1;2874;0.0;3.4584867637982066
житница;1;2875;0.0;3.4586378490256493
одетый;1;2876;0.0;3.4587888817108445
полевой;1;2877;0.0;3.4589398618903258
долгопрудный;1;2878;0.0;3.459090789600586
озарить;1;2879;0.0;3.459241664878082
бестолочь;1;2880;0.0;3.4593924877592306
какоготь;1;2881;0.0;3.4595432582804126
мудрец;1;2882;0.0;3.45969397647797
предоставлять;1;2883;0.0;3.4598446423882074
диалектика;1;2884;0.0;3.4599952560473914
понятный;1;2885;0.0;3.46014581749175
ужиться;1;2886;0.0;3.4602963267574753
уживаться;1;2887;0.0;3.46044678388072
10;1;2888;0.0;3.460597188897601
пресловутый;1;2889;0.0;3.4607475418441966
рисоваться;1;2890;0.0;3.4608978427565478
откладываться;1;2891;0.0;3.461048091670657
последовательно;1;2892;0.0;3.461198288622493
истекший;1;2893;0.0;3.4613484336479825
количество;1;2894;0.0;3.4614985267830183
перерасчёт;1;2895;0.0;3.4616485680634543
алкоголь;1;2896;0.0;3.4617985575251087
учитывваться;1;2897;0.0;3.4619484952037616
величина;1;2898;0.0;3.4620983811351556
постоянный;1;2899;0.0;3.462248215354997
исследователь;1;2900;0.0;3.4623979978989556
истечение;1;2901;0.0;3.462547728802664
отчёт;1;2902;0.0;3.462697408101717
такойтый;1;2903;0.0;3.4628470358316736
полюбоваться;1;2904;0.0;3.4629966120280558
комсомолец;1;2905;0.0;3.463146136726349
виктор;1;2906;0.0;3.4632956099620023
тотошкина;1;2907;0.0;3.4634450317704273
покорный;1;2908;0.0;3.4635944021869998
эксбригадир;1;2909;0.0;3.463743721247059
монтажник;1;2910;0.0;3.463892988985907
птуса;1;2911;0.0;3.4640422054388105
гималаи;1;2912;0.0;3.4641913706409992
бакинский;1;2913;0.0;3.464340484627667
промысл;1;2914;0.0;3.464489547433971
предрассветный;1;2915;0.0;3.4646385590950324
бриз;1;2916;0.0;3.464787519645937
река;1;2917;0.0;3.4649364291217326
кама;1;2918;0.0;3.4650852875574323
всплеск;1;2919;0.0;3.465234094988014
бисер;1;2920;0.0;3.465382851448418
фонарный;1;2921;0.0;3.4655315569735494
рябь;1;2922;0.0;3.465680211598278
биение;1;2923;0.0;3.4658288153574364
гордый;1;2924;0.0;3.4659773682858224
буревестник;1;2925;0.0;3.466125870418199
вал;1;2926;0.0;3.466274321789292
внешний;1;2927;0.0;3.4664227224337916
пытливый;1;2928;0.0;3.466571072386354
выбалталь;1;2929;0.0;3.4667193716815983
выболтать;1;2930;0.0;3.466867620354109
ущерб;1;2931;0.0;3.467015818438435
уравновешенность;1;2932;0.0;3.46716396596909
способность;1;2933;0.0;3.4673120629805516
предательство;1;2934;0.0;3.4674601095072637
подсознательный;1;2935;0.0;3.4676081055836327
злосчастный;1;2936;0.0;3.4677560512440326
отсылать;1;2937;0.0;3.4679039465228
клясться;1;2938;0.0;3.4680517914542373
быт;1;2939;0.0;3.4681995860726125
пропажа;1;2940;0.0;3.468347330412157
пакет;1;2941;0.0;3.468495024507069
въежать;1;2942;0.0;3.468642668391511
расположение;1;2943;0.0;3.4687902620996107
участок;1;2944;0.0;3.468937805665461
вломиться;1;2945;0.0;3.4690852991231202
свернуться;1;2946;0.0;3.469232742506612
клубочек;1;2947;0.0;3.4693801358499248
четверть;1;2948;0.0;3.4695274791870134
распятие;1;2949;0.0;3.469674772551798
совершиться;1;2950;0.0;3.4698220159781625
вознесение;1;2951;0.0;3.469969209499959
тулон;1;2952;0.0;3.4701163531510035
елена;1;2953;0.0;3.4702634469650784
дряхлый;1;2954;0.0;3.4704104909759304
придурок;1;2955;0.0;3.470557485217274
назначение;1;2956;0.0;3.4707044297227876
попилить;1;2957;0.0;3.470851324526117
предпринять;1;2958;0.0;3.4709981696608736
возвышение;1;2959;0.0;3.4711449651606325
пидораст;1;2960;0.0;3.4712917110589383
выковать;1;2961;0.0;3.4714384073892988
вдумчивый;1;2962;0.0;3.4715850541851894
аналитика;1;2963;0.0;3.471731651480051
любовно;1;2964;0.0;3.47187819930729
перебирать;1;2965;0.0;3.472024697700281
штрейкбрехер;1;2966;0.0;3.4721711466923626
коллаборационист;1;2967;0.0;3.4723175463168414
лоботряс;1;2968;0.0;3.4724638966069894
неуравновешенный;1;2969;0.0;3.4726101975960444
предвещать;1;2970;0.0;3.4727564493172123
знаток;1;2971;0.0;3.472902651803664
истинный;1;2972;0.0;3.4730488050885375
философия;1;2973;0.0;3.4731949092049375
физдить;1;2974;0.0;3.473340964185935
измудохать;1;2975;0.0;3.473486970064568
посудить;1;2976;0.0;3.4736329268738406
житейский;1;2977;0.0;3.4737788346467244
надломить;1;2978;0.0;3.473924693416157
запоминать;1;2979;0.0;3.474070503215043
упомнить;1;2980;0.0;3.4742162640762553
ь;1;2981;0.0;3.4743619760326307
роздых;1;2982;0.0;3.474507639116976
пьер;1;2983;0.0;3.474653253362062
корнель;1;2984;0.0;3.4747988188006307
поэталауреат;1;2985;0.0;3.4749443354653877
сравнять;1;2986;0.0;3.475089803389006
брюзжать;1;2987;0.0;3.475235222604128
упорствовать;1;2988;0.0;3.4753805931433606
завязывать;1;2989;0.0;3.47552591503928
отчеканивать;1;2990;0.0;3.4756711883244296
заныть;1;2991;0.0;3.4758164130313176
размокнуть;1;2992;0.0;3.475961589192423
затвердить;1;2993;0.0;3.4761067168401913
умолкать;1;2994;0.0;3.4762517960070336
первородный;1;2995;0.0;3.47639682672533
тяготить;1;2996;0.0;3.4765418090274287
бездонный;1;2997;0.0;3.476686742945645
встречать;1;2998;0.0;3.47683162851226
потаскуха;1;2999;0.0;3.476976465759527
белобрысый;1;3000;0.0;3.4771212547196617
портянка;1;3001;0.0;3.4772659954248524
казённый;1;3002;0.0;3.4774106879072515
плоскогубцы;1;3003;0.0;3.4775553321989805
рашпиль;1;3004;0.0;3.4776999283321306
накладный;1;3005;0.0;3.4778444763387575
расход;1;3006;0.0;3.477988976250889
колыхание;1;3007;0.0;3.478133428100517
корча;1;3008;0.0;3.478277831919604
сливаться;1;3009;0.0;3.47842218774008
волчица;1;3010;0.0;3.4785664955938436
вшивый;1;3011;0.0;3.478710755512759
хоромы;1;3012;0.0;3.478854967528662
распускаться;1;3013;0.0;3.4789991316733566
пухлый;1;3014;0.0;3.4791432479786124
кроткий;1;3015;0.0;3.47928731647617
теперьто;1;3016;0.0;3.4794313371977363
знаести;1;3017;0.0;3.4795753101749884
помолиться;1;3018;0.0;3.4797192354395707
преткнуться;1;3019;0.0;3.4798631130230975
присмотреть;1;3020;0.0;3.4800069429571505
отлучиться;1;3021;0.0;3.48015072527328
величие;1;3022;0.0;3.480294460003006
предстоять;1;3023;0.0;3.480438147177817
ненадолго;1;3024;0.0;3.480581786829169
завтрашний;1;3025;0.0;3.4807253789884878
высадить;1;3026;0.0;3.480868923687168
105го;1;3027;0.0;3.481012420956573
сонный;1;3028;0.0;3.481155870828035
девочка;1;3029;0.0;3.4812992733328554
поручиться;1;3030;0.0;3.481442628502305
позавчера;1;3031;0.0;3.481585936367622
вместительный;1;3032;0.0;3.4817291969600155
одновременно;1;3033;0.0;3.4818724103106633
полярный;1;3034;0.0;3.4820155764507117
скучность;1;3035;0.0;3.482158695411276
рохля;1;3036;0.0;3.482301767223442
сочетать;1;3037;0.0;3.4824447919182653
симулировать;1;3038;0.0;3.482587769526767
миг;1;3039;0.0;3.4827307000799426
расходовать;1;3040;0.0;3.482873583608753
умственный;1;3041;0.0;3.483016420144132
угодный;1;3042;0.0;3.483159209716979
скусить;1;3043;0.0;3.4833019523581665
повседневно;1;3044;0.0;3.4834446480985353
бесконечно;1;3045;0.0;3.4835872969688935
посторонний;1;3046;0.0;3.483729899000023
боязнь;1;3047;0.0;3.483872454222673
прослыть;1;3048;0.0;3.4840149626675623
стебануть;1;3049;0.0;3.4841574243653803
спор;1;3050;0.0;3.4842998393467854
какомнибудь;1;3051;0.0;3.484442207642407
э;1;3052;0.0;3.4845845292828423
толковать;1;3053;0.0;3.4847268042986617
истина;1;3054;0.0;3.4848690327204017
удобный;1;3055;0.0;3.4850112145785723
скорбный;1;3056;0.0;3.485153349903652
затруднительно;1;3057;0.0;3.4852954387260886
купаться;1;3058;0.0;3.485437481076301
этоть;1;3059;0.0;3.4855794769846784
13;1;3060;0.0;3.4857214264815792
скушной;1;3061;0.0;3.485863329597334
оборот;1;3062;0.0;3.4860051863622417
литератор;1;3063;0.0;3.486146996806572
носить;1;3064;0.0;3.486288760960566
смело;1;3065;0.0;3.486430478854434
крамский;1;3066;0.0;3.486572150518356
оцепенеть;1;3067;0.0;3.4867137759824853
боярыня;1;3068;0.0;3.4868553552769432
фиал;1;3069;0.0;3.4869968884318223
севрский;1;3070;0.0;3.4871383754771865
фарфор;1;3071;0.0;3.4872798164430683
разорвать;1;3072;0.0;3.4874212113594742
клочок;1;3073;0.0;3.487562560256378
немыслимый;1;3074;0.0;3.4877038631637256
суматошиться;1;3075;0.0;3.4878451201114355
плескать;1;3076;0.0;3.487986331129393
севр;1;3077;0.0;3.488127496247458
забулдыга;1;3078;0.0;3.488268615495459
демон;1;3079;0.0;3.4884096889031975
пустомеля;1;3080;0.0;3.488550716500444
понимание;1;3081;0.0;3.48869169831694
недалеко;1;3082;0.0;3.4888326343824003
удушье;1;3083;0.0;3.488973524726508
