Word;Frequency;Rank;Logarithm of Frequency;Logarithm of rank
исходить;3;1431;0.47712125471966244;3.155639633759776
35;3;1432;0.47712125471966244;3.1559430179718366
лонго;3;1433;0.47712125471966244;3.1562461903973444
голля;3;1434;0.47712125471966244;3.156549151331781
газета;3;1435;0.47712125471966244;3.156851901070011
луи;3;1436;0.47712125471966244;3.1571544399062814
арагон;3;1437;0.47712125471966244;3.1574567681342254
догонять;3;1438;0.47712125471966244;3.1577588860468637
мансарда;3;1439;0.47712125471966244;3.1580607939366048
антресоль;3;1440;0.47712125471966244;3.1583624920952493
трубка;3;1441;0.47712125471966244;3.158663980813989
пари;3;1442;0.47712125471966244;3.15896526038341
французский;3;1443;0.47712125471966244;3.159266331093494
шанкр;3;1444;0.47712125471966244;3.15956719323362
посвятить;3;1445;0.47712125471966244;3.1598678470925665
стервозность;3;1446;0.47712125471966244;3.1601682929585118
блядовитость;3;1447;0.47712125471966244;3.160468531119037
достигнуть;3;1448;0.47712125471966244;3.160768561861128
упразднить;3;1449;0.47712125471966244;3.1610683854711743
будущее;3;1450;0.47712125471966244;3.1613680022349744
перепутать;3;1451;0.47712125471966244;3.1616674124377355
пограничник;3;1452;0.47712125471966244;3.1619666163640745
мешать;3;1453;0.47712125471966244;3.162265614298021
перейти;3;1454;0.47712125471966244;3.1625644065230185
директор;3;1455;0.47712125471966244;3.162862993321926
музей;3;1456;0.47712125471966244;3.163161374977018
какаять;3;1457;0.47712125471966244;3.1634595517699897
носок;3;1458;0.47712125471966244;3.1637575239819555
заесть;3;1459;0.47712125471966244;3.164055291893451
безбилетник;3;1460;0.47712125471966244;3.1643528557844367
связь;3;1461;0.47712125471966244;3.1646502159342966
семьдесят;3;1462;0.47712125471966244;3.164947372621841
римский;3;1463;0.47712125471966244;3.1652443261253107
лукреция;3;1464;0.47712125471966244;3.1655410767223726
одежда;3;1465;0.47712125471966244;3.165837624690128
выскочить;3;1466;0.47712125471966244;3.1661339703051086
иудей;3;1467;0.47712125471966244;3.1664301138432824
слиться;3;1468;0.47712125471966244;3.1667260555800514
паранджа;3;1469;0.47712125471966244;3.167021795790256
возлечь;3;1470;0.47712125471966244;3.1673173347481756
скоро;3;1471;0.47712125471966244;3.16761267272753
громадный;3;1472;0.47712125471966244;3.1679078100014797
гомосексуализм;3;1473;0.47712125471966244;3.168202746842631
целиком;3;1474;0.47712125471966244;3.168497483523032
раствориться;3;1475;0.47712125471966244;3.1687920203141813
свидетельствовать;3;1476;0.47712125471966244;3.1690863574870223
паршивый;3;1477;0.47712125471966244;3.1693804953119495
можжевеловый;3;1478;0.47712125471966244;3.1696744340588063
деревня;3;1479;0.47712125471966244;3.1699681739968923
елисейковый;3;1480;0.47712125471966244;3.170261715394957
двор;3;1481;0.47712125471966244;3.170555058521208
революция;3;1482;0.47712125471966244;3.1708482036433088
приближаться;3;1483;0.47712125471966244;3.171141151028382
прибить;3;1484;0.47712125471966244;3.171433900943008
сельсовет;3;1485;0.47712125471966244;3.171726453653231
пленный;3;1486;0.47712125471966244;3.1720188094245563
уезд;3;1487;0.47712125471966244;3.1723109685219537
андреевский;3;1488;0.47712125471966244;3.1726029312098594
молоть;3;1489;0.47712125471966244;3.172894697752176
теоретик;3;1490;0.47712125471966244;3.173186268412274
спороть;3;1491;0.47712125471966244;3.173477643452994
открытка;3;1492;0.47712125471966244;3.1737688231366494
премьер;3;1493;0.47712125471966244;3.1740598077250253
гомулка;3;1494;0.47712125471966244;3.1743505974793798
иванович;3;1495;0.47712125471966244;3.174641192660448
прение;3;1496;0.47712125471966244;3.174931593528442
удержаться;3;1497;0.47712125471966244;3.1752218003430523
президентский;3;1498;0.47712125471966244;3.1755118133634475
среди;3;1499;0.47712125471966244;3.175801632848279
делегат;3;1500;0.47712125471966244;3.176091259055681
пламя;3;1501;0.47712125471966244;3.17638069224327
дыхание;3;1502;0.47712125471966244;3.1766699326681493
вскрывать;3;1503;0.47712125471966244;3.176958980586908
когданибудь;3;1504;0.47712125471966244;3.1772478362556233
понтия;3;1505;0.47712125471966244;3.177536499929862
пилат;3;1506;0.47712125471966244;3.1778249718646814
умывать;3;1507;0.47712125471966244;3.1781132523146316
корабль;3;1508;0.47712125471966244;3.178401341533755
американский;3;1509;0.47712125471966244;3.1786892397755895
флот;3;1510;0.47712125471966244;3.1789769472931693
допивать;3;1511;0.47712125471966244;3.1792644643390253
обращать;3;1512;0.47712125471966244;3.179551791165187
пальма;3;1513;0.47712125471966244;3.1798389280231865
подниматься;3;1514;0.47712125471966244;3.1801258751640535
урок;3;1515;0.47712125471966244;3.1804126328383235
очуметь;3;1516;0.47712125471966244;3.1806992012960347
поворачиваться;3;1517;0.47712125471966244;3.18098558078673
сатана;3;1518;0.47712125471966244;3.181271771559461
угадать;3;1519;0.47712125471966244;3.181557773862786
учесть;3;1520;0.47712125471966244;3.181843587944772
чемберлен;3;1521;0.47712125471966244;3.182129214052998
копа;3;1522;0.47712125471966244;3.182414652434554
порция;3;1523;0.47712125471966244;3.1826999033360424
сволочь;3;1524;0.47712125471966244;3.1829849670035815
повернуть;3;1525;0.47712125471966244;3.1832698436828046
заметаться;3;1526;0.47712125471966244;3.1835545336188615
глубина;3;1527;0.47712125471966244;3.183839037056421
зарница;3;1528;0.47712125471966244;3.184123354239671
гармонь;3;1529;0.47712125471966244;3.18440748541232
важный;3;1530;0.47712125471966244;3.1846914308175984
гореть;3;1531;0.47712125471966244;3.184975190698261
различие;3;1532;0.47712125471966244;3.185258765296585
хлопать;3;1533;0.47712125471966244;3.185542154854375
забиться;3;1534;0.47712125471966244;3.185825359612962
пламень;3;1535;0.47712125471966244;3.186108379813205
лёд;3;1536;0.47712125471966244;3.186391215695493
рельс;3;1537;0.47712125471966244;3.186673867499745
когдато;3;1538;0.47712125471966244;3.186956335465412
мерцать;3;1539;0.47712125471966244;3.1872386198314784
сильный;3;1540;0.47712125471966244;3.1875207208364627
костёр;3;1541;0.47712125471966244;3.187802638718419
шило;3;1542;0.47712125471966244;3.1880843737149376
венедикт;2;1543;0.30102999566398114;3.188365926063148
быстро;2;1544;0.30102999566398114;3.188647295999717
разойтись;2;1545;0.30102999566398114;3.188928483760853
получать;2;1546;0.30102999566398114;3.1892094895823058
страница;2;1547;0.30102999566398114;3.189490313699367
читатель;2;1548;0.30102999566398114;3.1897709563468735
вопервое;2;1549;0.30102999566398114;3.190051417759206
вадим;2;1550;0.30102999566398114;3.1903316981702914
посвящать;2;1551;0.30102999566398114;3.1906117978136046
похмелюга;2;1552;0.30102999566398114;3.1908917169221693
запад;2;1553;0.30102999566398114;3.191171455728558
каляевский;2;1554;0.30102999566398114;3.1914510144648953
антигуманно;2;1555;0.30102999566398114;3.191730393362856
укреплять;2;1556;0.30102999566398114;3.19200959265367
ослабеть;2;1557;0.30102999566398114;3.1922886125681202
садовый;2;1558;0.30102999566398114;3.1925674533365456
подсчитать;2;1559;0.30102999566398114;3.1928461151888414
понятие;2;1560;0.30102999566398114;3.1931245983544616
медленно;2;1561;0.30102999566398114;3.193402903062417
неправильно;2;1562;0.30102999566398114;3.193681029541281
грустный;2;1563;0.30102999566398114;3.193958978019187
растерять;2;1564;0.30102999566398114;3.194236748723829
рассвести;2;1565;0.30102999566398114;3.194514341882467
тяжесть;2;1566;0.30102999566398114;3.1947917577219243
пронести;2;1567;0.30102999566398114;3.19506899646859
аптека;2;1568;0.30102999566398114;3.1953460583484192
успокоиться;2;1569;0.30102999566398114;3.1956229435869363
принуждать;2;1570;0.30102999566398114;3.1958996524092336
ноша;2;1571;0.30102999566398114;3.196176185039973
паралич;2;1572;0.30102999566398114;3.1964525417033887
тоска;2;1573;0.30102999566398114;3.1967287226232863
закрыться;2;1574;0.30102999566398114;3.1970047280230456
коленка;2;1575;0.30102999566398114;3.197280558125619
наверняка;2;1576;0.30102999566398114;3.197556213153536
тщета;2;1577;0.30102999566398114;3.1978316933289026
эфемерность;2;1578;0.30102999566398114;3.198106998873401
бессильный;2;1579;0.30102999566398114;3.198382130008294
ласковоласковый;2;1580;0.30102999566398114;3.1986570869544226
господний;2;1581;0.30102999566398114;3.198931869932209
холодненький;2;1582;0.30102999566398114;3.1992064791616572
взволновать;2;1583;0.30102999566398114;3.1994809148623555
зайти;2;1584;0.30102999566398114;3.1997551772534747
спасибо;2;1585;0.30102999566398114;3.20002926655377
напомнить;2;1586;0.30102999566398114;3.2003031829815844
л;2;1587;0.30102999566398114;3.200576926754848
физический;2;1588;0.30102999566398114;3.200850498091077
сверхчеловек;2;1589;0.30102999566398114;3.2011238972073794
дохлый;2;1590;0.30102999566398114;3.2013971243204513
грязный;2;1591;0.30102999566398114;3.201670179646581
промямлить;2;1592;0.30102999566398114;3.20194306340165
пермь;2;1593;0.30102999566398114;3.202215775801131
давеча;2;1594;0.30102999566398114;3.2024883170600935
какимитый;2;1595;0.30102999566398114;3.2027606873931997
мерзкий;2;1596;0.30102999566398114;3.2030328870147105
пирожное;2;1597;0.30102999566398114;3.2033049161384826
сорваться;2;1598;0.30102999566398114;3.2035767749779724
срываться;2;1599;0.30102999566398114;3.2038484637462346
подозревать;2;1600;0.30102999566398114;3.2041199826559246
сверху;2;1601;0.30102999566398114;3.2043913319192994
предложить;2;1602;0.30102999566398114;3.2046625117482184
дождаться;2;1603;0.30102999566398114;3.2049335223541444
шов;2;1604;0.30102999566398114;3.2052043639481447
также;2;1605;0.30102999566398114;3.2054750367408906
уверенный;2;1606;0.30102999566398114;3.205745540942662
подвиг;2;1607;0.30102999566398114;3.206015876763344
малодушие;2;1608;0.30102999566398114;3.2062860444124324
вечность;2;1609;0.30102999566398114;3.2065560440990293
прежде;2;1610;0.30102999566398114;3.2068258760318495
совершенство;2;1611;0.30102999566398114;3.2070955404192176
склад;2;1612;0.30102999566398114;3.2073650374690716
безобразие;2;1613;0.30102999566398114;3.207634367388961
смутность;2;1614;0.30102999566398114;3.2079035303860515
сирота;2;1615;0.30102999566398114;3.2081725266671213
зал;2;1616;0.30102999566398114;3.2084413564385668
вытолкнуть;2;1617;0.30102999566398114;3.208710019906401
расплакаться;2;1618;0.30102999566398114;3.208978517276253
почтить;2;1619;0.30102999566398114;3.2092468487533736
часы;2;1620;0.30102999566398114;3.2095150145426303
блаженство;2;1621;0.30102999566398114;3.2097830148485147
повториться;2;1622;0.30102999566398114;3.2100508498751372
воля;2;1623;0.30102999566398114;3.2103185198262314
открыто;2;1624;0.30102999566398114;3.2105860249051563
гудок;2;1625;0.30102999566398114;3.2108533653148927
столб;2;1626;0.30102999566398114;3.211120541258049
развеваться;2;1627;0.30102999566398114;3.2113875529368583
дыбом;2;1628;0.30102999566398114;3.211654400553182
изваять;2;1629;0.30102999566398114;3.2119210843085093
древность;2;1630;0.30102999566398114;3.2121876044039577
сиплый;2;1631;0.30102999566398114;3.2124539610402754
женский;2;1632;0.30102999566398114;3.212720154417842
тупик;2;1633;0.30102999566398114;3.212986184736668
отправиться;2;1634;0.30102999566398114;3.2132520521963963
свирель;2;1635;0.30102999566398114;3.2135177569963047
шестьдесят;2;1636;0.30102999566398114;3.213783299335304
итого;2;1637;0.30102999566398114;3.214048679411941
плюс;2;1638;0.30102999566398114;3.2143138974243994
тактактак;2;1639;0.30102999566398114;3.214578953570499
восемьдесят;2;1640;0.30102999566398114;3.2148438480476975
качать;2;1641;0.30102999566398114;3.215108581053093
входить;2;1642;0.30102999566398114;3.2153731527834215
пара;2;1643;0.30102999566398114;3.2156375634350614
обижаться;2;1644;0.30102999566398114;3.2159018132040313
гражданин;2;1645;0.30102999566398114;3.2161659022859928
потерпеть;2;1646;0.30102999566398114;3.2164298308762507
